season,circuit,driver,grid_position,finishing_position
2022,Montréal,Charles Leclerc,19,5
2022,Montréal,Esteban Ocon,7,6
2022,Montréal,Valtteri Bottas,11,7
2022,Montréal,Guanyu Zhou,10,8
2022,Montréal,Fernando Alonso,2,9
2022,Montréal,Lance Stroll,17,10
2022,Montréal,Daniel Ricciardo,9,11
2022,Montréal,Sebastian Vettel,16,12
2022,Montréal,Alexander Albon,12,13
2022,Montréal,Pierre Gasly,15,14
2022,Montréal,Lando Norris,14,15
2022,Montréal,Nicholas Latifi,18,16
2022,Montréal,Kevin Magnussen,5,17
2022,Montréal,Yuki Tsunoda,20,18
2022,Montréal,Mick Schumacher,6,19
2022,Montréal,Sergio Perez,13,20
2022,Silverstone,Carlos Sainz,1,1
2022,Silverstone,Sergio Perez,4,2
2022,Silverstone,Lewis Hamilton,5,3
2022,Silverstone,Charles Leclerc,3,4
2022,Silverstone,Fernando Alonso,7,5
2022,Silverstone,Lando Norris,6,6
2022,Silverstone,Max Verstappen,2,7
2022,Silverstone,Mick Schumacher,19,8
2022,Silverstone,Sebastian Vettel,18,9
2022,Silverstone,Kevin Magnussen,17,10
2022,Silverstone,Lance Stroll,20,11
2022,Silverstone,Nicholas Latifi,10,12
2022,Silverstone,Daniel Ricciardo,14,13
2022,Silverstone,Yuki Tsunoda,13,14
2022,Silverstone,Esteban Ocon,15,15
2022,Silverstone,Pierre Gasly,11,16
2022,Silverstone,Valtteri Bottas,12,17
2022,Silverstone,George Russell,8,18
2022,Silverstone,Guanyu Zhou,9,19
2022,Silverstone,Alexander Albon,16,20
2022,Spielberg,Charles Leclerc,2,1
2022,Spielberg,Max Verstappen,1,2
2022,Spielberg,Lewis Hamilton,8,3
2022,Spielberg,George Russell,4,4
2022,Spielberg,Esteban Ocon,6,5
2022,Spielberg,Mick Schumacher,9,6
2022,Spielberg,Lando Norris,10,7
2022,Spielberg,Kevin Magnussen,7,8
2022,Spielberg,Daniel Ricciardo,11,9
2022,Spielberg,Fernando Alonso,19,10
2022,Spielberg,Valtteri Bottas,0,11
2022,Spielberg,Alexander Albon,15,12
2022,Spielberg,Lance Stroll,12,13
2022,Spielberg,Guanyu Zhou,13,14
2022,Spielberg,Pierre Gasly,14,15
2022,Spielberg,Yuki Tsunoda,16,16
2022,Spielberg,Sebastian Vettel,18,17
2022,Spielberg,Carlos Sainz,3,18
2022,Spielberg,Nicholas Latifi,17,19
2022,Spielberg,Sergio Perez,5,20
2022,Le Castellet,Max Verstappen,2,1
2022,Le Castellet,Lewis Hamilton,4,2
2022,Le Castellet,George Russell,6,3
2022,Le Castellet,Sergio Perez,3,4
2022,Le Castellet,Carlos Sainz,19,5
2022,Le Castellet,Fernando Alonso,7,6
2022,Le Castellet,Lando Norris,5,7
2022,Le Castellet,Esteban Ocon,10,8
2022,Le Castellet,Daniel Ricciardo,9,9
2022,Le Castellet,Lance Stroll,15,10
2022,Le Castellet,Sebastian Vettel,12,11
2022,Le Castellet,Pierre Gasly,14,12
2022,Le Castellet,Alexander Albon,13,13
2022,Le Castellet,Valtteri Bottas,11,14
2022,Le Castellet,Mick Schumacher,17,15
2022,Le Castellet,Guanyu Zhou,16,16
2022,Le Castellet,Nicholas Latifi,18,17
2022,Le Castellet,Kevin Magnussen,20,18
2022,Le Castellet,Charles Leclerc,1,19
2022,Le Castellet,Yuki Tsunoda,8,20
2022,Budapest,Max Verstappen,10,1
2022,Budapest,Lewis Hamilton,7,2
2022,Budapest,George Russell,1,3
2022,Budapest,Carlos Sainz,2,4
2022,Budapest,Sergio Perez,11,5
2022,Budapest,Charles Leclerc,3,6
2022,Budapest,Lando Norris,4,7
2022,Budapest,Fernando Alonso,6,8
2022,Budapest,Esteban Ocon,5,9
2022,Budapest,Sebastian Vettel,18,10
2022,Budapest,Lance Stroll,14,11
2022,Budapest,Pierre Gasly,0,12
2022,Budapest,Guanyu Zhou,12,13
2022,Budapest,Mick Schumacher,15,14
2022,Budapest,Daniel Ricciardo,9,15
2022,Budapest,Kevin Magnussen,13,16
2022,Budapest,Alexander Albon,17,17
2022,Budapest,Nicholas Latifi,19,18
2022,Budapest,Yuki Tsunoda,16,19
2022,Budapest,Valtteri Bottas,8,20
2022,Spa-Francorchamps,Max Verstappen,14,1
2022,Spa-Francorchamps,Sergio Perez,2,2
2022,Spa-Francorchamps,Carlos Sainz,1,3
2022,Spa-Francorchamps,George Russell,5,4
2022,Spa-Francorchamps,Fernando Alonso,3,5
2022,Spa-Francorchamps,Charles Leclerc,15,6
2022,Spa-Francorchamps,Esteban Ocon,16,7
2022,Spa-Francorchamps,Sebastian Vettel,10,8
2022,Spa-Francorchamps,Pierre Gasly,0,9
2022,Spa-Francorchamps,Alexander Albon,6,10
2022,Spa-Francorchamps,Lance Stroll,9,11
2022,Spa-Francorchamps,Lando Norris,17,12
2022,Spa-Francorchamps,Yuki Tsunoda,0,13
2022,Spa-Francorchamps,Guanyu Zhou,18,14
2022,Spa-Francorchamps,Daniel Ricciardo,7,15
2022,Spa-Francorchamps,Kevin Magnussen,12,16
2022,Spa-Francorchamps,Mick Schumacher,19,17
2022,Spa-Francorchamps,Nicholas Latifi,11,18
2022,Spa-Francorchamps,Valtteri Bottas,13,19
2022,Spa-Francorchamps,Lewis Hamilton,4,20
2022,Zandvoort,Max Verstappen,1,1
2022,Zandvoort,George Russell,6,2
2022,Zandvoort,Charles Leclerc,2,3
2022,Zandvoort,Lewis Hamilton,4,4
2022,Zandvoort,Sergio Perez,5,5
2022,Zandvoort,Fernando Alonso,13,6
2022,Zandvoort,Lando Norris,7,7
2022,Zandvoort,Carlos Sainz,3,8
2022,Zandvoort,Esteban Ocon,12,9
2022,Zandvoort,Lance Stroll,10,10
2022,Zandvoort,Pierre Gasly,11,11
2022,Zandvoort,Alexander Albon,15,12
2022,Zandvoort,Mick Schumacher,8,13
2022,Zandvoort,Sebastian Vettel,19,14
2022,Zandvoort,Kevin Magnussen,18,15
2022,Zandvoort,Guanyu Zhou,14,16
2022,Zandvoort,Daniel Ricciardo,17,17
2022,Zandvoort,Nicholas Latifi,20,18
2022,Zandvoort,Valtteri Bottas,16,19
2022,Zandvoort,Yuki Tsunoda,9,20
2022,Monza,Max Verstappen,7,1
2022,Monza,Charles Leclerc,1,2
2022,Monza,George Russell,2,3
2022,Monza,Carlos Sainz,18,4
2022,Monza,Lewis Hamilton,19,5
2022,Monza,Sergio Perez,13,6
2022,Monza,Lando Norris,3,7
2022,Monza,Pierre Gasly,5,8
2022,Monza,Nyck De Vries,8,9
2022,Monza,Guanyu Zhou,9,10
2022,Monza,Esteban Ocon,14,11
2022,Monza,Mick Schumacher,17,12
2022,Monza,Valtteri Bottas,15,13
2022,Monza,Yuki Tsunoda,20,14
2022,Monza,Nicholas Latifi,10,15
2022,Monza,Kevin Magnussen,16,16
2022,Monza,Daniel Ricciardo,4,17
2022,Monza,Lance Stroll,12,18
2022,Monza,Fernando Alonso,6,19
2022,Monza,Sebastian Vettel,11,20
